メーカー,車種,年式,シフト,走行,型式,評価,価格,更新年月,グレード,排気量,車検,色,装備
メーカー,車種,年式,シフト,走行,型式,評価,価格(万円),更新年月 ▲,グレード,排気量,車検,色,装備
スタークラフト,スタークラフトアストロ 4D 2WD,2000,ＡＴ,165,3 - 普通,10 ～ 16,,2025年03月,ベースグレード,4300,,ライトブルーII,AC NV TV AW SR 革
スタークラフト,スタークラフトアストロ 4WD,1999,ＣＡＴ,136,3 - 普通,31 ～ 35,,2024年08月,,4300,8.8,白,AC NV TV AW SR 革
スタークラフト,スタークラフトアストロ 4WD,1999,ＣＡＴ,138,3 - 普通,31 ～ 34,,2024年08月,,4300,8.9,白,AC NV TV AW SR 革
スタークラフト,スタークラフトアストロ 4WD,1999,ＡＴ,109,4 - きれい,40 ～ 45,,2024年06月,,4300,,白,AC NV TV AW SR 革
スタークラフト,スタークラフトアストロ 4WD,1999,ＡＴ,106,4 - きれい,41 ～ 45,,2024年06月,,4300,,白,AC NV TV AW SR 革
スタークラフト,スタークラフトアストロ 4D 4WD,1994,ＡＴ,45,4 - きれい,47 ～ 53,,2024年01月,ベースグレード,4300,,白,AC 革
