メーカー,車種,年式,シフト,走行,型式,評価,価格,更新年月,グレード,排気量,車検,色,装備,グレード_fixed,排気量_fixed,車検_fixed,色_fixed,装備_fixed
メーカー,車種,年式,シフト,走行,型式,評価,価格(万円),更新年月 ▲,グレード,排気量,車検,色,装備,グレード,,,,排気量
マセラティ,ギブリ 4D 2WD,2018,ＡＴ,90,MG30A,5 - すごくきれい,195 ～ 199,2025年07月,Ｓ グランスポーツ,3000,9.8,白,AC AW,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2008,ＡＴ,105,MGT,4 - きれい,220 ～ 222,2025年07月,ベースグレード,4200,7.9,黒,AC NV TV 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2011,ＡＴ,27,MGTS,4 - きれい,283 ～ 287,2025年07月,Ｓ,4700,,黒,AC NV TV AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2020,ＡＴ,20,MG30C,5 - すごくきれい,477 ～ 481,2025年07月,グランスポーツ,3000,7.12,黒,AC NV TV AW SR,,,,,
マセラティ,グレカーレ 5D 4WD,2023,ＡＴ,7,MGR20A,5 - すごくきれい,591 ～ 594,2025年07月,モデナ,2000,9.2,グレー,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2014,ＡＴ,41,MQP30A,5 - すごくきれい,178 ～ 181,2025年07月,Ｓ,3000,9.2,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,40,MG30B,5 - すごくきれい,169 ～ 173,2025年07月,ベースグレード,3000,,白,AC NV TV AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2017,ＡＴ,39,MQP30A,4 - きれい,259 ～ 261,2025年07月,Ｓ グランスポーツ,3000,,白,AC NV TV AW SR 革,,,,,
マセラティ,グレカーレ 4WD,2023,ＡＴ,16,MGR20C,5 - すごくきれい,602 ～ 606,2025年07月,,2000,8.10,白,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,62,MLE30E,5 - すごくきれい,296 ～ 300,2025年07月,Ｓ,3000,8.5,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2016,ＡＴ,22,MG30A,5 - すごくきれい,240 ～ 246,2025年07月,Ｓ,3000,7.12,,AC NV TV AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,16,MG30A,5 - すごくきれい,211 ～ 215,2025年07月,Ｓ,3000,,,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2018,ＡＴ,25,MQP38A,5 - すごくきれい,561 ～ 565,2025年07月,ＧＴ Ｓ グランスポーツ,3800,8.12,白,AC NV TV AW SR 革,,,,,
マセラティ,グレカーレ 5D 4WD,2023,ＡＴ,12,MGR20C,5 - すごくきれい,580 ～ 584,2025年07月,ＧＴ,2000,9.1,白,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,75,MLE30A,-1 - 修復歴あり,217 ～ 223,2025年07月,ベースグレード,3000,8.1,白,AC NV TV AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2015,ＡＴ,45,MQP30A,5 - すごくきれい,157 ～ 161,2025年07月,Ｓ,3000,8.9,黒,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2007,ＡＴ,82,MQP,4 - きれい,45 ～ 48,2025年07月,スポーツＧＴ,4200,,黒,AC AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2017,ＡＴ,24,MG30B,5 - すごくきれい,158 ～ 161,2025年07月,ベースグレード,3000,8.8,赤,AC NV TV SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2022,ＡＴ,10,MLE38,5 - すごくきれい,940 ～ 943,2025年07月,トロフェオ,3800,7.10,,AC AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2004,ＡＴ,69,MQP,4 - きれい,21 ～ 25,2025年07月,ベースグレード,4200,7.7,ゴールド,AC AW SR 革,,,,,
マセラティ,ギブリ 4D 4WD,2015,ＡＴ,39,MG30AA,5 - すごくきれい,231 ～ 234,2025年07月,Ｓ Ｑ４,3000,8.6,グレー,AC NV TV AW SR,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2008,ＡＴ,58,MGT,5 - すごくきれい,203 ～ 207,2025年07月,ベースグレード,4200,8.10,白,AC NV TV AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2016,ＡＴ,92,MQP38A,5 - すごくきれい,169 ～ 172,2025年07月,ＧＴ Ｓ,3800,9.4,黒,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2014,ＡＴ,29,MGTA1,5 - すごくきれい,388 ～ 391,2025年07月,スポーツ ＭＣオートシフト,4700,,青,AC,,,,,
マセラティ,クアトロポルテ 4D 2WD,2007,ＡＴ,80,MQP,4 - きれい,41 ～ 45,2025年07月,ベースグレード,4200,8.1,ベージュ,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,61,MLE30E,4 - きれい,223 ～ 229,2025年07月,Ｓ,3000,,白,AC,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2008,ＡＴ,64,MGT,5 - すごくきれい,211 ～ 217,2025年07月,ベースグレード,4200,7.10,白,AC AW,,,,,
マセラティ,クアトロポルテ 4D 2WD,2008,ＡＴ,43,MQPS,4 - きれい,133 ～ 136,2025年07月,Ｓ,4700,9.1,白,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2010,ＡＴ,36,MGTS,5 - すごくきれい,323 ～ 326,2025年07月,Ｓ,4700,7.7,グレー,AC NV TV AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,56,MG30A,4 - きれい,136 ～ 139,2025年07月,Ｓ,3000,,青,AC AW,,,,,
マセラティ,クアトロポルテ 4D 2WD,2018,ＡＴ,87,MQP30C,5 - すごくきれい,199 ～ 203,2025年07月,グランルッソ,3000,8.12,青,AC NV TV AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2015,ＡＴ,42,MQP30A,4 - きれい,149 ～ 153,2025年07月,Ｓ,3000,8.10,黒,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,69,MLE30E,5 - すごくきれい,281 ～ 285,2025年07月,Ｓ,3000,,,AC NV TV AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2016,ＡＴ,59,MG30B,5 - すごくきれい,144 ～ 150,2025年07月,ベースグレード,3000,,白,AC AW SR,,,,,
マセラティ,スパイダー オープン 2WD,2002,ＡＴ,86,SPY,4 - きれい,136 ～ 139,2025年07月,ベースグレード,4200,7.8,黒,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2012,ＡＴ,55,MGTA,3 - 普通,263 ～ 268,2025年07月,Ｓ,4700,,白,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2021,ＡＴ,17,MLE30A,5 - すごくきれい,450 ～ 456,2025年07月,ベースグレード,3000,8.7,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2017,ＡＴ,41,MG30C,5 - すごくきれい,232 ～ 236,2025年07月,ベースグレード,3000,8.5,白,AC NV TV AW SR,,,,,
マセラティ,グレカーレ 4WD,2023,ＡＴ,8,MGR20C,5 - すごくきれい,745 ～ 751,2025年07月,,2000,8.6,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2017,ＡＴ,48,MG30C,5 - すごくきれい,232 ～ 236,2025年07月,ベースグレード,3000,8.4,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 4WD,2015,ＡＴ,48,MG30AA,5 - すごくきれい,205 ～ 210,2025年07月,Ｓ Ｑ４,3000,7.12,白,AC NV TV AW SR,,,,,
マセラティ,ギブリ 4D 2WD,2018,ＡＴ,49,MG30C,5 - すごくきれい,292 ～ 297,2025年07月,グランルッソ,3000,,グレー,AC 革,,,,,
マセラティ,ギブリ 4D 2WD,2018,ＡＴ,94,MG30C,5 - すごくきれい,239 ～ 245,2025年07月,グランスポーツ,3000,9.2,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 2WD,2015,ＡＴ,32,MG30A,3 - 普通,148 ～ 153,2025年07月,,3000,,黒,AC,,,,,
マセラティ,ギブリ 4D 2WD,2016,ＡＴ,90,MG30B,5 - すごくきれい,79 ～ 83,2025年07月,ベースグレード,3000,,シルバー,AC NV TV AW SR 革,,,,,
マセラティ,ＭＣ２０ クーペ 2WD,2022,ＡＴ,2,MC30,5 - すごくきれい,1813 ～ 1817,2025年07月,ベースグレード,3000,7.7,白,AC NV TV AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2017,ＡＴ,40,MG30A,5 - すごくきれい,441 ～ 444,2025年07月,Ｓ グランスポーツ,3000,8.11,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,71,MG30B,5 - すごくきれい,132 ～ 135,2025年07月,ベースグレード,3000,,白,AC NV TV AW SR,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,51,MG30B,5 - すごくきれい,153 ～ 158,2025年07月,ベースグレード,3000,,白,AC AW SR,,,,,
マセラティ,クアトロポルテ 4D 2WD,2007,ＡＴ,72,MQP,4 - きれい,59 ～ 64,2025年07月,スポーツＧＴ,4200,,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,87,MG30A,3 - 普通,80 ～ 82,2025年07月,Ｓ,3000,9.7,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,46,MG30B,5 - すごくきれい,195 ～ 200,2025年07月,ベースグレード,3000,,黒,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2008,ＡＴ,1002,MGT,3 - 普通,117 ～ 120,2025年07月,ベースグレード,4200,,紺,AC AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2007,ＡＴ,68,MQP,4 - きれい,81 ～ 87,2025年06月,スポーツＧＴ,4200,,黒,AC AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2022,ＡＴ,16,MLE38,4 - きれい,749 ～ 754,2025年06月,トロフェオ,3800,,黒,AC SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,11,MLE30E,5 - すごくきれい,398 ～ 403,2025年06月,Ｓグランスポーツ,3000,8.5,パール,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2012,ＡＴ,9,MGTA,5 - すごくきれい,406 ～ 409,2025年06月,,4700,7.12,白,AC 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2021,ＡＴ,14,MLE30E,5 - すごくきれい,494 ～ 498,2025年06月,Ｓグランスポーツ,3000,8.5,パール,AC NV TV AW SR,,,,,
マセラティ,レヴァンテ 5D 4WD,2019,ＡＴ,55,MLE30D,5 - すごくきれい,326 ～ 330,2025年06月,グランスポーツ,3000,8.2,青,AC NV TV AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,49,MG30A,5 - すごくきれい,199 ～ 202,2025年06月,Ｓ,3000,8.9,白,AC AW SR,,,,,
マセラティ,グレカーレ 5D 4WD,2024,ＡＴ,7,MGR30,5 - すごくきれい,838 ～ 842,2025年06月,トロフェオ,2900,9.3,黒,AC NV TV AW SR 革,,,,,
マセラティ,グレカーレ 5D 4WD,2023,ＡＴ,11,MGR20A,5 - すごくきれい,633 ～ 636,2025年06月,モデナ,2000,8.1,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 2WD,2017,ＡＴ,39,MG30C,5 - すごくきれい,219 ～ 225,2025年06月,,3000,8.11,白,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2013,ＡＴ,27,MQPG,4 - きれい,409 ～ 415,2025年06月,スポーツＧＴ Ｓ,4700,8.7,黒,AC AW SR 革,,,,,
マセラティ,グレカーレ 5D 4WD,2023,ＡＴ,20,MGR20A,5 - すごくきれい,604 ～ 610,2025年06月,,2000,9.1,黒,AC NV TV AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2018,ＡＴ,36,MG30A,5 - すごくきれい,402 ～ 406,2025年06月,Ｓ グランスポーツ,3000,,黒,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 4WD,2020,ＡＴ,35,MLE30,5 - すごくきれい,448 ～ 452,2025年06月,,3000,8.1,青,AC NV TV SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2018,ＡＴ,46,MG30C,5 - すごくきれい,329 ～ 335,2025年06月,グランスポーツ,3000,,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2017,ＡＴ,31,MG30A,4 - きれい,337 ～ 343,2025年06月,Ｓ グランスポーツ,3000,8.2,パール,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2022,ＡＴ,6,MLE30,5 - すごくきれい,698 ～ 701,2025年06月,モデナ,3000,,黒,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2019,ＡＴ,30,MLE30E,5 - すごくきれい,430 ～ 435,2025年06月,Ｓグランスポーツ,3000,8.4,黒,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2019,ＡＴ,31,MGTA1,5 - すごくきれい,617 ～ 622,2025年06月,スポーツ,4700,8.8,黒,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 4WD,2021,ＡＴ,65,MLE30A,5 - すごくきれい,337 ～ 341,2025年06月,,3000,7.12,グレー,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2019,ＡＴ,36,MLE30E,4 - きれい,355 ～ 358,2025年06月,Ｓグランスポーツ,3000,8.5,黒,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2018,ＡＴ,45,MGTA1,5 - すごくきれい,514 ～ 518,2025年06月,スポーツ,4700,8.2,白,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,53,MLE30E,5 - すごくきれい,279 ～ 283,2025年06月,Ｓ,3000,9.5,黒,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2014,ＡＴ,32,MGTA1,5 - すごくきれい,463 ～ 469,2025年06月,スポーツ ＭＣオートシフト,4700,8.5,オレンジ,AC NV TV 革,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,48,MG30A,5 - すごくきれい,213 ～ 218,2025年06月,Ｓ,3000,8.2,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2016,ＡＴ,62,MG30D,5 - すごくきれい,143 ～ 145,2025年06月,ベースグレード,3000,,黒,AC NV TV AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2008,ＡＴ,32,MQP,5 - すごくきれい,96 ～ 100,2025年06月,ベースグレード,4200,7.11,白,AC AW,,,,,
マセラティ,クアトロポルテ 4D 2WD,2017,ＡＴ,29,MQP30A,4 - きれい,354 ～ 358,2025年06月,Ｓ グランスポーツ,3000,8.11,白,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 4WD,2013,ＡＴ,72,MQP30AA,4 - きれい,104 ～ 109,2025年06月,,3000,,白,AC NV TV AW 革,,,,,
マセラティ,ギブリ 4D 4WD,2015,ＡＴ,137,MG30AA,4 - きれい,130 ～ 133,2025年06月,Ｓ Ｑ４,3000,,黒,AC NV TV AW 革,,,,,
マセラティ,クアトロポルテ 4D 4WD,2013,ＡＴ,76,MQP30AA,4 - きれい,105 ～ 108,2025年06月,,3000,,白,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2014,ＡＴ,35,MGTA1,5 - すごくきれい,464 ～ 469,2025年06月,,4700,8.5,オレンジ,AC NV TV 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2014,ＡＴ,50,MGTA1,5 - すごくきれい,349 ～ 353,2025年06月,スポーツ,4700,,白,AC 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2015,ＡＴ,68,MQP30A,3 - 普通,112 ～ 116,2025年06月,Ｓ,3000,8.2,パール,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2021,ＡＴ,19,MG30A,5 - すごくきれい,359 ～ 365,2025年06月,Ｓ グランスポーツ,3000,,紺,AC AW SR,,,,,
マセラティ,グレカーレ 5D 4WD,2023,ＡＴ,9,MGR20A,5 - すごくきれい,611 ～ 615,2025年06月,モデナ,2000,9.1,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ クーペ 2WD,1998,ＡＴ,81,MG,4 - きれい,69 ～ 72,2025年06月,ベースグレード,2800,,緑,AC AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,64,MLE30E,5 - すごくきれい,239 ～ 241,2025年06月,Ｓ,3000,8.3,白,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2019,ＡＴ,21,MLE30E,5 - すごくきれい,421 ～ 424,2025年06月,Ｓグランルッソ,3000,8.5,黒,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2020,ＡＴ,63,MLE30D,5 - すごくきれい,318 ～ 323,2025年06月,グランスポーツ,3000,,パール,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2005,ＡＴ,72,MQP,3 - 普通,21 ～ 26,2025年06月,ベースグレード,4200,8.1,緑,AC SR 革,,,,,
マセラティ,ギブリ 4D 4WD,2014,ＡＴ,29,MG30AA,4 - きれい,235 ～ 237,2025年06月,Ｓ Ｑ４,3000,7.8,黒,AC AW,,,,,
マセラティ,ギブリ 2WD,2023,ＡＴ,23,MG20,5 - すごくきれい,441 ～ 446,2025年06月,,2000,8.4,白,AC NV TV AW,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,39,MLE30E,5 - すごくきれい,343 ～ 346,2025年06月,Ｓ,3000,,黒,AC AW 革,,,,,
マセラティ,ＭＣ２０ 2WD,2022,ＡＴ,13,MC30,5 - すごくきれい,1675 ～ 1677,2025年06月,,3000,7.11,黒,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2023,ＡＴ,10,MLE20,5 - すごくきれい,538 ～ 542,2025年06月,ＧＴハイブリッド,2000,8.10,白,AC NV TV AW SR,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,32,MLE30D,5 - すごくきれい,286 ～ 291,2025年06月,ベースグレード,3000,,白,AC NV TV AW SR,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2008,ＡＴ,99,MGT,3 - 普通,195 ～ 201,2025年06月,ベースグレード,4200,7.11,白,AC AW 革,,,,,
マセラティ,グランスポーツ クーペ 2WD,2006,ＡＴ,52,MGS,4 - きれい,269 ～ 274,2025年06月,ベースグレード,4200,9.2,青,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2019,ＡＴ,41,MLE30D,5 - すごくきれい,343 ～ 348,2025年06月,グランルッソ,3000,8.9,パール,AC AW SR,,,,,
マセラティ,ギブリ 4D 2WD,2016,ＡＴ,41,MG30A,5 - すごくきれい,210 ～ 214,2025年06月,Ｓ,3000,7.10,白,AC NV TV AW SR,,,,,
マセラティ,グラントゥーリズモ 2WD,2017,ＡＴ,29,MGTA1,5 - すごくきれい,618 ～ 622,2025年06月,,4700,8.11,白,AC NV TV AW 革,,,,,
マセラティ,クアトロポルテ 2WD,2004,ＡＴ,85,MQP,4 - きれい,33 ～ 39,2025年06月,,4200,,パール,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2016,ＡＴ,69,MQP30A,5 - すごくきれい,161 ～ 165,2025年06月,Ｓ,3000,,白,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2016,ＡＴ,72,MLE30E,5 - すごくきれい,246 ～ 249,2025年06月,Ｓ,3000,7.10,パール,AC NV TV AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2016,ＡＴ,85,MQP30A,4 - きれい,145 ～ 149,2025年06月,Ｓ,3000,9.7,黒,AC NV TV AW SR 革,,,,,
マセラティ,グランカブリオ オープン 2WD,2014,ＡＴ,39,MGCS1,5 - すごくきれい,517 ～ 521,2025年06月,スポーツ,4700,9.4,白,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2020,ＡＴ,18,MLE30D,5 - すごくきれい,375 ～ 380,2025年06月,ベースグレード,3000,,黒,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,61,MLE30E,5 - すごくきれい,255 ～ 260,2025年06月,Ｓグランスポーツ,3000,,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,76,MG30B,3 - 普通,95 ～ 99,2025年06月,ベースグレード,3000,,白,AC NV TV AW SR 革,,,,,
マセラティ,グランカブリオ オープン 2WD,2015,ＡＴ,38,MGCMC,5 - すごくきれい,599 ～ 602,2025年06月,ＭＣ,4700,9.5,白,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2023,ＡＴ,8,MQP38,5 - すごくきれい,1071 ～ 1076,2025年06月,トロフェオ,3800,8.9,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 4WD,2014,ＡＴ,18,MG30AA,5 - すごくきれい,277 ～ 281,2025年06月,Ｓ Ｑ４,3000,,白,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,41,MLE30E,5 - すごくきれい,344 ～ 346,2025年06月,Ｓ,3000,7.7,黒,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2013,ＡＴ,25,MQP38A,5 - すごくきれい,258 ～ 260,2025年06月,ＧＴ Ｓ,3800,8.11,白,AC NV TV SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2012,ＡＴ,77,MGTA1,3 - 普通,233 ～ 236,2025年06月,スポーツ,4700,,白,AC 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2009,ＡＴ,130,MGT,4 - きれい,161 ～ 166,2025年06月,ベースグレード,4200,,黒,AC NV TV 革,,,,,
マセラティ,ギブリ 4D 2WD,2016,ＡＴ,86,MG30A,5 - すごくきれい,126 ～ 129,2025年06月,Ｓ,3000,,ゴールド,AC NV TV AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2008,ＡＴ,69,MQP,4 - きれい,88 ～ 91,2025年06月,スポーツＧＴ Ｓ,4200,,黒,AC AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,56,MLE30D,5 - すごくきれい,265 ～ 268,2025年06月,ベースグレード,3000,8.2,白,AC AW,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2009,ＡＴ,43,MGT,5 - すごくきれい,221 ～ 227,2025年06月,ベースグレード,4200,8.4,パール,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,38,MLE30E,4 - きれい,368 ～ 372,2025年06月,Ｓ,3000,8.8,白,AC NV TV AW SR,,,,,
マセラティ,クアトロポルテ 2WD,2007,ＡＴ,83,MQP,3 - 普通,37 ～ 40,2025年06月,,4200,8.4,,AC NV TV AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2020,ＡＴ,67,MG30C,4 - きれい,219 ～ 223,2025年06月,ベースグレード,3000,7.10,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2016,ＡＴ,81,MG30B,4 - きれい,133 ～ 137,2025年06月,ベースグレード,3000,9.2,赤,AC NV TV AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2013,ＡＴ,20,MQP30A,5 - すごくきれい,235 ～ 239,2025年06月,Ｓ,3000,,白,AC SR 革,,,,,
マセラティ,ギブリ 2WD,2021,ＡＴ,16,MG20,5 - すごくきれい,447 ～ 451,2025年06月,,2000,8.5,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,50,MG30B,5 - すごくきれい,171 ～ 175,2025年06月,ベースグレード,3000,8.4,白,AC AW SR 革,,,,,
マセラティ,グラントゥーリズモ 2WD,2019,ＡＴ,25,MGTA1,5 - すごくきれい,584 ～ 589,2025年06月,,4700,8.7,白,AC NV TV AW,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,32,MG30B,5 - すごくきれい,142 ～ 145,2025年06月,ベースグレード,3000,8.2,青,AC AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,48,MG30A,5 - すごくきれい,185 ～ 187,2025年06月,Ｓ,3000,,白,AC SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2017,ＡＴ,87,MG30C,3 - 普通,126 ～ 129,2025年06月,ベースグレード,3000,,黒,AC AW,,,,,
マセラティ,ギブリ 4D 2WD,2018,ＡＴ,12,MG30C,5 - すごくきれい,381 ～ 386,2025年06月,グランスポーツ,3000,8.2,白,AC AW SR 革,,,,,
マセラティ,グレカーレ 5D 4WD,2024,ＡＴ,1,MGR20C,5 - すごくきれい,596 ～ 599,2025年06月,ＧＴ,2000,9.4,黒,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,22,MLE30A,5 - すごくきれい,286 ～ 292,2025年06月,ベースグレード,3000,8.7,グレー,AC NV TV AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2014,ＡＴ,73,MQP30A,5 - すごくきれい,144 ～ 149,2025年06月,Ｓ,3000,7.10,白,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2022,ＡＴ,11,MLE20,4 - きれい,348 ～ 352,2025年06月,,2000,,パール,AC NV TV AW SR,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,8,MLE30D,5 - すごくきれい,428 ～ 432,2025年06月,グランスポーツ,3000,8.2,白,AC NV TV AW SR,,,,,
マセラティ,レヴァンテ 5D 4WD,2022,ＡＴ,51,MLE30,5 - すごくきれい,497 ～ 499,2025年06月,モデナ,3000,7.10,黒,AC AW SR,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2011,ＡＴ,70,MGTS,5 - すごくきれい,241 ～ 245,2025年06月,Ｓ,4700,,グレー,AC AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,80,MG30A,4 - きれい,138 ～ 142,2025年06月,Ｓ,3000,,パール,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2001,ＡＴ,77,QP6,3 - 普通,34 ～ 39,2025年06月,エボルツィオーネＶ６,2800,7.6,青,AC AW,,,,,
マセラティ,ギブリ 4D 2WD,2020,ＡＴ,54,MG30C,5 - すごくきれい,317 ～ 321,2025年06月,グランスポーツ,3000,7.12,グレー,AC NV TV AW SR,,,,,
マセラティ,グラントゥーリズモ 2WD,2019,ＡＴ,34,MGTA1,5 - すごくきれい,606 ～ 610,2025年06月,,4700,8.12,黒,AC NV TV AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,69,MG30B,5 - すごくきれい,113 ～ 117,2025年06月,ベースグレード,3000,,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,43,MG30A,3 - 普通,105 ～ 108,2025年06月,Ｓ,3000,,白,AC NV TV AW SR 革,,,,,
