メーカー,車種,年式,シフト,走行,型式,評価,価格,更新年月,グレード,排気量,車検,色,装備
メーカー,車種,年式,シフト,走行,型式,評価,価格(万円),更新年月 ▲,グレード,排気量,車検,色,装備
モーク,ＭＩＮＩモーク 0D 2WD,1993,４ＭＴ,41,4 - きれい,222 ～ 226,,2025年01月,ベースグレード,1000,,黒,AC NV TV AW SR 革
モーク,ＭＩＮＩモーク 0D 2WD,1989,４ＭＴ,37,4 - きれい,239 ～ 243,,2024年04月,ベースグレード,1000,,赤,AW
